 neg. daughter p31  z=15 n=16 a=31 Q=-24.4376
 pos. daughter si31 z=14 n=17 a=31 Q=-22.9487
              +++++++++p31  -->si31 +++++++++---------si31 -->p31  ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -4.064 -99.999   -4.098
  0.10  1.0 -0.058 -99.999 -86.960  -88.543  -4.064 -56.114   -4.098
  0.20  1.0 -0.134 -84.512 -48.988  -50.266  -4.064 -29.190   -4.098
  0.40  1.0 -0.306 -44.991 -29.775  -30.743  -4.064 -15.175   -4.098
  0.70  1.0 -0.503 -27.894 -20.728  -21.441  -4.064  -9.367   -4.098
  1.00  1.0 -0.511 -20.936 -15.959  -16.505  -4.064  -7.863   -4.097
  1.50  1.0 -0.511 -15.430 -11.992  -12.338  -4.054  -6.579   -4.080
  2.00  1.0 -0.511 -12.601  -9.848  -10.040  -4.022  -5.820   -4.023
  3.00  1.0 -0.511  -9.517  -7.427   -7.397  -3.902  -4.846   -3.776
  5.00  1.0 -0.511  -6.298  -4.992   -4.662  -3.588  -3.621   -2.971
 10.00  1.0 -0.511  -3.373  -2.293   -1.578  -2.359  -1.823   -1.036
 30.00  1.0 -0.511   0.212   1.310    2.473   1.112   1.311    2.638
100.00  1.0 -0.511   1.884   4.810    6.458   2.349   4.800    6.458
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -4.064 -99.999   -4.098
  0.10  2.0 -0.038 -99.999 -85.958  -87.541  -4.064 -57.116   -4.098
  0.20  2.0 -0.095 -84.512 -47.987  -49.265  -4.064 -30.191   -4.098
  0.40  2.0 -0.227 -44.991 -28.775  -29.744  -4.064 -16.175   -4.098
  0.70  2.0 -0.446 -27.894 -20.315  -21.029  -4.064  -9.780   -4.098
  1.00  2.0 -0.506 -20.936 -15.937  -16.483  -4.064  -7.885   -4.097
  1.50  2.0 -0.511 -15.430 -11.991  -12.337  -4.054  -6.581   -4.080
  2.00  2.0 -0.511 -12.601  -9.848  -10.040  -4.022  -5.820   -4.023
  3.00  2.0 -0.511  -9.517  -7.427   -7.397  -3.902  -4.846   -3.776
  5.00  2.0 -0.511  -6.298  -4.992   -4.662  -3.588  -3.621   -2.971
 10.00  2.0 -0.511  -3.373  -2.293   -1.578  -2.359  -1.823   -1.036
 30.00  2.0 -0.511   0.212   1.310    2.473   1.112   1.311    2.638
100.00  2.0 -0.511   1.884   4.810    6.458   2.349   4.800    6.458
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -4.065 -99.999   -4.098
  0.10  3.0 -0.018 -99.999 -84.941  -86.524  -4.064 -58.133   -4.098
  0.20  3.0 -0.055 -84.512 -46.982  -48.259  -4.064 -31.197   -4.098
  0.40  3.0 -0.147 -44.991 -27.773  -28.741  -4.064 -17.177   -4.098
  0.70  3.0 -0.314 -27.894 -19.366  -20.080  -4.064 -10.728   -4.098
  1.00  3.0 -0.465 -20.936 -15.731  -16.277  -4.064  -8.091   -4.097
  1.50  3.0 -0.506 -15.430 -11.976  -12.322  -4.054  -6.595   -4.081
  2.00  3.0 -0.510 -12.601  -9.845  -10.037  -4.022  -5.823   -4.023
  3.00  3.0 -0.511  -9.517  -7.427   -7.396  -3.902  -4.846   -3.777
  5.00  3.0 -0.511  -6.298  -4.992   -4.662  -3.588  -3.621   -2.971
 10.00  3.0 -0.511  -3.373  -2.293   -1.578  -2.359  -1.823   -1.036
 30.00  3.0 -0.511   0.212   1.310    2.473   1.112   1.311    2.638
100.00  3.0 -0.511   1.884   4.810    6.458   2.349   4.800    6.458
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -4.066 -99.999   -4.100
  0.10  4.0  0.005 -99.999 -83.784  -85.367  -4.066 -59.290   -4.100
  0.20  4.0 -0.013 -84.512 -45.927  -47.205  -4.065 -32.251   -4.099
  0.40  4.0 -0.067 -44.991 -26.755  -27.723  -4.065 -18.195   -4.099
  0.70  4.0 -0.174 -27.894 -18.360  -19.074  -4.065 -11.735   -4.099
  1.00  4.0 -0.302 -20.936 -14.909  -15.455  -4.064  -8.912   -4.098
  1.50  4.0 -0.464 -15.429 -11.835  -12.180  -4.054  -6.737   -4.082
  2.00  4.0 -0.497 -12.601  -9.813  -10.005  -4.022  -5.854   -4.025
  3.00  4.0 -0.507  -9.517  -7.421   -7.391  -3.903  -4.851   -3.778
  5.00  4.0 -0.510  -6.298  -4.991   -4.661  -3.589  -3.622   -2.971
 10.00  4.0 -0.511  -3.373  -2.293   -1.578  -2.359  -1.823   -1.036
 30.00  4.0 -0.511   0.212   1.310    2.473   1.112   1.311    2.638
100.00  4.0 -0.511   1.884   4.810    6.458   2.349   4.800    6.458
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -4.074 -99.999   -4.113
  0.10  5.0  0.052 -99.999 -81.440  -83.024  -4.073 -61.633   -4.111
  0.20  5.0  0.047 -84.512 -44.419  -45.697  -4.072 -33.758   -4.111
  0.40  5.0  0.026 -44.991 -25.586  -26.555  -4.071 -19.364   -4.109
  0.70  5.0 -0.026 -27.894 -17.293  -18.007  -4.070 -12.801   -4.107
  1.00  5.0 -0.098 -20.936 -13.878  -14.424  -4.069  -9.944   -4.105
  1.50  5.0 -0.246 -15.429 -11.101  -11.447  -4.058  -7.469   -4.089
  2.00  5.0 -0.383 -12.599  -9.525   -9.718  -4.024  -6.141   -4.035
  3.00  5.0 -0.476  -9.515  -7.368   -7.338  -3.904  -4.904   -3.790
  5.00  5.0 -0.502  -6.297  -4.983   -4.653  -3.589  -3.630   -2.977
 10.00  5.0 -0.509  -3.373  -2.292   -1.577  -2.359  -1.824   -1.037
 30.00  5.0 -0.511   0.212   1.311    2.473   1.112   1.311    2.638
100.00  5.0 -0.511   1.884   4.810    6.458   2.349   4.800    6.458
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -4.117 -99.999   -4.182
  0.10  6.0  0.214 -99.999 -73.247  -74.831  -4.117 -69.823   -4.182
  0.20  6.0  0.213 -84.512 -40.233  -41.510  -4.117 -37.943   -4.182
  0.40  6.0  0.206 -44.991 -23.301  -24.268  -4.116 -21.637   -4.179
  0.70  6.0  0.189 -27.894 -15.742  -16.455  -4.113 -14.351   -4.174
  1.00  6.0  0.161 -20.936 -12.575  -13.122  -4.109 -11.247   -4.167
