 neg. daughter ca49 z=20 n=29 a=49 Q=-41.2865
 pos. daughter k49  z=19 n=30 a=49 Q=-27.7600
              +++++++++ca49 -->k49  +++++++++---------k49  -->ca49 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -0.534 -99.999    0.151
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -0.534 -55.254    0.151
  0.20  1.0 -0.134 -99.999 -99.999  -99.999  -0.534 -28.264    0.151
  0.40  1.0 -0.306 -99.999 -99.999  -99.999  -0.534 -14.210    0.151
  0.70  1.0 -0.503 -99.999 -99.999  -99.999  -0.533  -8.394    0.152
  1.00  1.0 -0.511 -97.039 -75.616  -76.196  -0.527  -6.895    0.159
  1.50  1.0 -0.511 -64.317 -51.462  -51.862  -0.488  -5.621    0.201
  2.00  1.0 -0.511 -47.948 -39.223  -39.495  -0.408  -4.854    0.288
  3.00  1.0 -0.511 -31.549 -26.659  -26.749  -0.170  -3.846    0.549
  5.00  1.0 -0.511 -18.345 -16.109  -15.961   0.215  -2.667    0.970
 10.00  1.0 -0.511  -8.300  -7.610   -6.999   0.549  -1.306    1.340
 30.00  1.0 -0.511  -1.654  -0.343    0.915   0.699   1.637    2.719
100.00  1.0 -0.511   0.522   4.138    5.823   0.637   4.861    6.458
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -0.534 -99.999    0.151
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -0.534 -56.256    0.151
  0.20  2.0 -0.095 -99.999 -99.999  -99.999  -0.534 -29.265    0.151
  0.40  2.0 -0.227 -99.999 -99.999  -99.999  -0.534 -15.210    0.151
  0.70  2.0 -0.446 -99.999 -99.999  -99.999  -0.533  -8.807    0.152
  1.00  2.0 -0.506 -97.039 -75.594  -76.175  -0.527  -6.917    0.159
  1.50  2.0 -0.511 -64.317 -51.460  -51.861  -0.488  -5.622    0.201
  2.00  2.0 -0.511 -47.948 -39.222  -39.494  -0.408  -4.854    0.288
  3.00  2.0 -0.511 -31.549 -26.659  -26.749  -0.170  -3.846    0.549
  5.00  2.0 -0.511 -18.345 -16.109  -15.961   0.215  -2.667    0.970
 10.00  2.0 -0.511  -8.300  -7.610   -6.999   0.549  -1.306    1.340
 30.00  2.0 -0.511  -1.654  -0.343    0.915   0.699   1.637    2.719
100.00  2.0 -0.511   0.522   4.138    5.823   0.637   4.861    6.458
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -0.534 -99.999    0.151
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -0.534 -57.274    0.151
  0.20  3.0 -0.055 -99.999 -99.999  -99.999  -0.534 -30.271    0.151
  0.40  3.0 -0.147 -99.999 -99.999  -99.999  -0.534 -16.213    0.151
  0.70  3.0 -0.314 -99.999 -99.999  -99.999  -0.533  -9.755    0.152
  1.00  3.0 -0.465 -97.039 -75.388  -75.968  -0.527  -7.123    0.159
  1.50  3.0 -0.506 -64.317 -51.446  -51.846  -0.488  -5.636    0.201
  2.00  3.0 -0.510 -47.948 -39.219  -39.491  -0.408  -4.857    0.288
  3.00  3.0 -0.511 -31.549 -26.658  -26.749  -0.170  -3.846    0.549
  5.00  3.0 -0.511 -18.345 -16.109  -15.961   0.215  -2.667    0.970
 10.00  3.0 -0.511  -8.300  -7.610   -6.999   0.549  -1.306    1.340
 30.00  3.0 -0.511  -1.654  -0.343    0.915   0.699   1.637    2.719
100.00  3.0 -0.511   0.522   4.138    5.823   0.637   4.861    6.458
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -0.534 -99.999    0.151
