 neg. daughter sc40 z=21 n=19 a=40 Q=-20.5270
 pos. daughter ca40 z=20 n=20 a=40 Q=-34.8468
              +++++++++sc40 -->ca40 +++++++++---------ca40 -->sc40 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003   0.608  -5.194    1.190 -99.999 -99.999  -99.999
  0.10  1.0 -0.058   0.605  -5.698    1.187 -99.999 -99.999  -99.999
  0.20  1.0 -0.134   0.589  -5.853    1.169 -99.999 -99.999  -99.999
  0.40  1.0 -0.306   0.562  -6.004    1.141 -99.999 -99.999  -99.999
  0.70  1.0 -0.503   0.545  -5.469    1.123 -99.999 -99.999  -99.999
  1.00  1.0 -0.511   0.536  -4.206    1.114 -97.772 -71.840  -72.416
  1.50  1.0 -0.511   0.529  -3.081    1.107 -64.512 -48.079  -48.475
  2.00  1.0 -0.511   0.525  -2.441    1.103 -47.859 -36.079  -36.345
  3.00  1.0 -0.511   0.517  -1.682    1.099 -31.170 -23.902  -23.983
  5.00  1.0 -0.511   0.499  -0.864    1.116 -17.761 -13.862  -13.704
 10.00  1.0 -0.511   0.459   0.186    1.419  -7.750  -5.910   -5.411
 30.00  1.0 -0.511   0.514   2.085    3.298  -2.038  -0.297    0.789
100.00  1.0 -0.511   1.030   4.695    6.332  -0.356   3.356    5.007
  0.01  2.0 -0.001   0.608  -4.215    1.190 -99.999 -99.999  -99.999
  0.10  2.0 -0.038   0.605  -4.699    1.187 -99.999 -99.999  -99.999
  0.20  2.0 -0.095   0.589  -4.853    1.169 -99.999 -99.999  -99.999
  0.40  2.0 -0.227   0.562  -5.005    1.141 -99.999 -99.999  -99.999
  0.70  2.0 -0.446   0.545  -5.056    1.123 -99.999 -99.999  -99.999
  1.00  2.0 -0.506   0.536  -4.185    1.114 -97.772 -71.861  -72.438
  1.50  2.0 -0.511   0.529  -3.079    1.107 -64.512 -48.081  -48.476
  2.00  2.0 -0.511   0.525  -2.441    1.103 -47.859 -36.079  -36.345
  3.00  2.0 -0.511   0.517  -1.682    1.099 -31.170 -23.902  -23.983
  5.00  2.0 -0.511   0.499  -0.864    1.116 -17.761 -13.862  -13.704
 10.00  2.0 -0.511   0.459   0.186    1.419  -7.750  -5.910   -5.411
 30.00  2.0 -0.511   0.514   2.085    3.298  -2.038  -0.297    0.789
100.00  2.0 -0.511   1.030   4.695    6.332  -0.356   3.356    5.007
  0.01  3.0  0.003   0.608  -3.314    1.190 -99.999 -99.999  -99.999
  0.10  3.0 -0.018   0.605  -3.704    1.187 -99.999 -99.999  -99.999
  0.20  3.0 -0.055   0.589  -3.855    1.169 -99.999 -99.999  -99.999
  0.40  3.0 -0.147   0.562  -4.005    1.141 -99.999 -99.999  -99.999
  0.70  3.0 -0.314   0.545  -4.109    1.123 -99.999 -99.999  -99.999
  1.00  3.0 -0.465   0.536  -3.979    1.114 -97.772 -72.067  -72.644
  1.50  3.0 -0.506   0.529  -3.065    1.107 -64.512 -48.095  -48.491
  2.00  3.0 -0.510   0.525  -2.438    1.103 -47.859 -36.082  -36.348
  3.00  3.0 -0.511   0.517  -1.682    1.099 -31.170 -23.903  -23.983
  5.00  3.0 -0.511   0.499  -0.864    1.116 -17.761 -13.862  -13.704
 10.00  3.0 -0.511   0.459   0.186    1.419  -7.750  -5.910   -5.411
 30.00  3.0 -0.511   0.514   2.085    3.298  -2.038  -0.297    0.789
100.00  3.0 -0.511   1.030   4.695    6.332  -0.356   3.356    5.007
  0.01  4.0  0.012   0.608  -2.650    1.190 -99.999 -99.999  -99.999
  0.10  4.0  0.005   0.605  -2.760    1.187 -99.999 -99.999  -99.999
  0.20  4.0 -0.013   0.589  -2.875    1.170 -99.999 -99.999  -99.999
  0.40  4.0 -0.067   0.562  -3.011    1.142 -99.999 -99.999  -99.999
  0.70  4.0 -0.174   0.545  -3.111    1.123 -99.999 -99.999  -99.999
  1.00  4.0 -0.302   0.536  -3.161    1.114 -97.772 -72.889  -73.466
  1.50  4.0 -0.464   0.529  -2.924    1.107 -64.512 -48.237  -48.632
  2.00  4.0 -0.497   0.525  -2.406    1.103 -47.859 -36.114  -36.380
  3.00  4.0 -0.507   0.517  -1.677    1.099 -31.170 -23.908  -23.989
  5.00  4.0 -0.510   0.499  -0.863    1.116 -17.761 -13.863  -13.705
 10.00  4.0 -0.511   0.459   0.186    1.419  -7.750  -5.910   -5.411
 30.00  4.0 -0.511   0.514   2.085    3.298  -2.038  -0.297    0.789
100.00  4.0 -0.511   1.030   4.695    6.332  -0.356   3.356    5.007
  0.01  5.0  0.053   0.608  -1.941    1.192 -99.999 -99.999  -99.999
  0.10  5.0  0.052   0.605  -1.951    1.189 -99.999 -99.999  -99.999
  0.20  5.0  0.047   0.589  -1.983    1.171 -99.999 -99.999  -99.999
  0.40  5.0  0.026   0.562  -2.058    1.143 -99.999 -99.999  -99.999
  0.70  5.0 -0.026   0.545  -2.128    1.124 -99.999 -99.999  -99.999
  1.00  5.0 -0.098   0.536  -2.173    1.116 -97.772 -73.921  -74.497
