 neg. daughter ni56 z=28 n=28 a=56 Q=-53.9021
 pos. daughter co56 z=27 n=29 a=56 Q=-56.0367
              +++++++++ni56 -->co56 +++++++++---------co56 -->ni56 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999  -8.656   -9.029 -99.999 -99.999  -99.999
  0.10  1.0 -0.058 -99.999  -9.145   -9.510 -99.999 -99.999  -99.999
  0.20  1.0 -0.134 -69.433  -9.272   -9.626 -68.764 -74.130  -69.405
  0.40  1.0 -0.306 -35.400  -9.370   -9.698 -37.772 -38.275  -38.120
  0.70  1.0 -0.503 -20.815  -8.762   -9.043 -24.509 -23.076  -23.185
  1.00  1.0 -0.511 -14.981  -7.426   -7.653 -19.208 -17.807  -17.873
  1.50  1.0 -0.511 -10.443  -6.176   -6.308 -14.299 -13.593  -13.523
  2.00  1.0 -0.511  -8.169  -5.391   -5.430 -11.231 -11.372  -10.959
  3.00  1.0 -0.511  -5.846  -4.308   -4.203  -8.150  -8.909   -8.020
  5.00  1.0 -0.511  -3.704  -2.580   -2.269  -5.777  -6.175   -5.394
 10.00  1.0 -0.511  -1.111  -0.309    0.382  -4.049  -3.183   -2.430
 30.00  1.0 -0.511   1.457   2.555    3.740  -2.325   0.761    1.898
100.00  1.0 -0.511   3.202   5.500    7.203  -1.543   4.378    5.977
  0.01  2.0 -0.001 -99.999  -7.676   -8.049 -99.999 -99.999  -99.999
  0.10  2.0 -0.038 -99.999  -8.146   -8.510 -99.999 -99.999  -99.999
  0.20  2.0 -0.095 -69.433  -8.273   -8.626 -68.765 -75.131  -69.406
  0.40  2.0 -0.227 -35.400  -8.370   -8.698 -37.772 -39.274  -38.373
  0.70  2.0 -0.446 -20.815  -8.349   -8.630 -24.509 -23.489  -23.590
  1.00  2.0 -0.506 -14.981  -7.405   -7.631 -19.208 -17.828  -17.895
  1.50  2.0 -0.511 -10.443  -6.175   -6.307 -14.299 -13.595  -13.524
  2.00  2.0 -0.511  -8.169  -5.391   -5.430 -11.231 -11.373  -10.959
  3.00  2.0 -0.511  -5.846  -4.308   -4.203  -8.150  -8.909   -8.020
  5.00  2.0 -0.511  -3.704  -2.580   -2.269  -5.777  -6.175   -5.394
 10.00  2.0 -0.511  -1.111  -0.309    0.382  -4.049  -3.183   -2.430
 30.00  2.0 -0.511   1.457   2.555    3.740  -2.325   0.761    1.898
100.00  2.0 -0.511   3.202   5.500    7.203  -1.543   4.378    5.977
  0.01  3.0  0.003 -99.999  -6.774   -7.146 -99.999 -99.999  -99.999
  0.10  3.0 -0.018 -99.999  -7.151   -7.515 -99.999 -99.999  -99.999
  0.20  3.0 -0.055 -69.433  -7.274   -7.628 -68.766 -76.136  -69.408
  0.40  3.0 -0.147 -35.400  -7.370   -7.698 -37.773 -40.277  -38.410
  0.70  3.0 -0.314 -20.815  -7.401   -7.682 -24.509 -24.437  -24.454
