 neg. daughter ar37 z=18 n=19 a=37 Q=-30.9479
 pos. daughter cl37 z=17 n=20 a=37 Q=-31.7618
              +++++++++ar37 -->cl37 +++++++++---------cl37 -->ar37 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999  -9.047   -9.134 -99.999 -99.999  -99.999
  0.10  1.0 -0.058 -75.743  -9.538   -9.620 -91.408 -58.012  -58.632
  0.20  1.0 -0.134 -40.216  -9.665   -9.741 -47.901 -30.988  -31.572
  0.40  1.0 -0.306 -22.453  -9.765   -9.829 -26.147 -16.843  -17.356
  0.70  1.0 -0.503 -14.840  -9.171   -9.210 -16.824 -10.899  -11.312
  1.00  1.0 -0.511 -11.795  -7.857   -7.868 -13.095  -9.272   -9.590
  1.50  1.0 -0.511  -9.426  -6.649   -6.606 -10.195  -7.842   -8.021
  2.00  1.0 -0.511  -8.229  -5.927   -5.829  -8.740  -6.963   -7.030
  3.00  1.0 -0.511  -6.820  -4.993   -4.780  -7.175  -5.841   -5.728
  5.00  1.0 -0.511  -4.783  -3.848   -3.417  -5.241  -4.486   -4.081
 10.00  1.0 -0.511  -2.767  -1.950   -1.201  -2.298  -2.280   -1.382
 30.00  1.0 -0.511   0.230   1.328    2.495  -0.123   1.065    2.238
100.00  1.0 -0.511   1.750   4.625    6.304   0.484   4.325    5.941
  0.01  2.0 -0.001 -99.999  -8.067   -8.154 -99.999 -99.999  -99.999
  0.10  2.0 -0.038 -75.743  -8.538   -8.621 -91.408 -59.014  -59.634
  0.20  2.0 -0.095 -40.216  -8.665   -8.742 -47.901 -31.989  -32.573
  0.40  2.0 -0.227 -22.453  -8.765   -8.829 -26.147 -17.843  -18.356
  0.70  2.0 -0.446 -14.840  -8.758   -8.798 -16.824 -11.312  -11.725
  1.00  2.0 -0.506 -11.795  -7.835   -7.846 -13.095  -9.294   -9.612
  1.50  2.0 -0.511  -9.426  -6.647   -6.605 -10.195  -7.843   -8.022
  2.00  2.0 -0.511  -8.229  -5.927   -5.828  -8.740  -6.964   -7.030
  3.00  2.0 -0.511  -6.820  -4.993   -4.780  -7.175  -5.841   -5.728
  5.00  2.0 -0.511  -4.783  -3.848   -3.417  -5.241  -4.486   -4.081
 10.00  2.0 -0.511  -2.767  -1.950   -1.201  -2.298  -2.280   -1.382
 30.00  2.0 -0.511   0.230   1.328    2.495  -0.123   1.065    2.238
100.00  2.0 -0.511   1.750   4.625    6.304   0.484   4.325    5.941
  0.01  3.0  0.003 -99.999  -7.166   -7.253 -99.999 -99.999  -99.999
  0.10  3.0 -0.018 -75.743  -7.544   -7.626 -91.409 -60.031  -60.651
  0.20  3.0 -0.055 -40.216  -7.666   -7.743 -47.901 -32.995  -33.578
  0.40  3.0 -0.147 -22.453  -7.765   -7.829 -26.147 -18.845  -19.358
  0.70  3.0 -0.314 -14.840  -7.811   -7.850 -16.824 -12.261  -12.674
  1.00  3.0 -0.465 -11.795  -7.629   -7.640 -13.095  -9.500   -9.818
  1.50  3.0 -0.506  -9.426  -6.633   -6.591 -10.195  -7.857   -8.037
  2.00  3.0 -0.510  -8.229  -5.924   -5.825  -8.740  -6.967   -7.033
  3.00  3.0 -0.511  -6.820  -4.992   -4.779  -7.175  -5.841   -5.729
  5.00  3.0 -0.511  -4.783  -3.848   -3.417  -5.241  -4.486   -4.081
 10.00  3.0 -0.511  -2.767  -1.950   -1.201  -2.298  -2.281   -1.382
 30.00  3.0 -0.511   0.230   1.328    2.495  -0.123   1.065    2.238
100.00  3.0 -0.511   1.750   4.625    6.304   0.484   4.325    5.941
  0.01  4.0  0.012 -99.999  -6.497   -6.581 -99.999 -99.999  -99.999
  0.10  4.0  0.005 -75.743  -6.596   -6.677 -91.412 -61.187  -61.807
  0.20  4.0 -0.013 -40.216  -6.684   -6.760 -47.904 -34.049  -34.633
  0.40  4.0 -0.067 -22.453  -6.770   -6.832 -26.149 -19.863  -20.376
