 neg. daughter al29 z=13 n=16 a=29 Q=-18.2120
 pos. daughter mg29 z=12 n=17 a=29 Q=-10.7500
              +++++++++al29 -->mg29 +++++++++---------mg29 -->al29 ----------
    t9  lrho   uf   lbeta+  leps-     lnu    lbeta-   leps+   lnubar
  0.01  1.0 -0.003 -99.999 -99.999  -99.999  -0.172 -99.999    0.374
  0.10  1.0 -0.058 -99.999 -99.999  -99.999  -0.172 -53.860    0.374
  0.20  1.0 -0.134 -99.999 -99.999  -99.999  -0.172 -26.974    0.374
  0.40  1.0 -0.306 -99.999 -99.999  -99.999  -0.172 -12.995    0.374
  0.70  1.0 -0.503 -84.312 -61.954  -62.688  -0.172  -7.221    0.374
  1.00  1.0 -0.511 -59.256 -44.310  -44.885  -0.172  -5.747    0.374
  1.50  1.0 -0.511 -39.768 -30.370  -30.763  -0.172  -4.518    0.374
  2.00  1.0 -0.511 -30.024 -23.279  -23.540  -0.171  -3.817    0.377
  3.00  1.0 -0.511 -20.282 -15.999  -16.074  -0.099  -2.969    0.476
  5.00  1.0 -0.511 -12.497  -9.660   -9.502   0.533  -1.829    1.210
 10.00  1.0 -0.511  -6.714  -3.918   -3.439   1.471  -0.015    2.199
 30.00  1.0 -0.511  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  1.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  2.0 -0.001 -99.999 -99.999  -99.999  -0.172 -99.999    0.374
  0.10  2.0 -0.038 -99.999 -99.999  -99.999  -0.172 -54.862    0.374
  0.20  2.0 -0.095 -99.999 -99.999  -99.999  -0.172 -27.975    0.374
  0.40  2.0 -0.227 -99.999 -99.999  -99.999  -0.172 -13.995    0.374
  0.70  2.0 -0.446 -84.312 -61.541  -62.275  -0.172  -7.634    0.374
  1.00  2.0 -0.506 -59.256 -44.289  -44.863  -0.172  -5.769    0.374
  1.50  2.0 -0.511 -39.768 -30.369  -30.761  -0.172  -4.519    0.374
  2.00  2.0 -0.511 -30.024 -23.278  -23.540  -0.171  -3.817    0.377
  3.00  2.0 -0.511 -20.282 -15.999  -16.074  -0.099  -2.969    0.476
  5.00  2.0 -0.511 -12.497  -9.660   -9.502   0.533  -1.829    1.210
 10.00  2.0 -0.511  -6.714  -3.918   -3.439   1.471  -0.015    2.199
 30.00  2.0 -0.511  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  2.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  3.0  0.003 -99.999 -99.999  -99.999  -0.172 -99.999    0.374
  0.10  3.0 -0.018 -99.999 -99.999  -99.999  -0.172 -55.879    0.374
  0.20  3.0 -0.055 -99.999 -99.999  -99.999  -0.172 -28.980    0.374
  0.40  3.0 -0.147 -99.999 -99.999  -99.999  -0.172 -14.997    0.374
  0.70  3.0 -0.314 -84.312 -60.593  -61.326  -0.172  -8.583    0.374
  1.00  3.0 -0.465 -59.256 -44.083  -44.657  -0.172  -5.975    0.374
  1.50  3.0 -0.506 -39.768 -30.354  -30.747  -0.172  -4.533    0.374
  2.00  3.0 -0.510 -30.024 -23.275  -23.537  -0.171  -3.820    0.377
  3.00  3.0 -0.511 -20.282 -15.998  -16.073  -0.099  -2.970    0.476
  5.00  3.0 -0.511 -12.497  -9.660   -9.502   0.533  -1.829    1.210
 10.00  3.0 -0.511  -6.714  -3.918   -3.439   1.471  -0.015    2.199
 30.00  3.0 -0.511  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  3.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  4.0  0.012 -99.999 -99.999  -99.999  -0.172 -99.999    0.374
  0.10  4.0  0.005 -99.999 -99.999  -99.999  -0.172 -57.036    0.374
  0.20  4.0 -0.013 -99.999 -99.999  -99.999  -0.172 -30.035    0.374
  0.40  4.0 -0.067 -99.999 -99.999  -99.999  -0.172 -16.015    0.374
  0.70  4.0 -0.174 -84.312 -59.587  -60.320  -0.172  -9.589    0.374
  1.00  4.0 -0.302 -59.256 -43.261  -43.835  -0.172  -6.796    0.374
  1.50  4.0 -0.464 -39.768 -30.212  -30.605  -0.172  -4.675    0.374
  2.00  4.0 -0.497 -30.024 -23.244  -23.505  -0.171  -3.852    0.377
  3.00  4.0 -0.507 -20.282 -15.993  -16.068  -0.099  -2.975    0.476
  5.00  4.0 -0.510 -12.497  -9.659   -9.501   0.533  -1.830    1.210
 10.00  4.0 -0.511  -6.714  -3.918   -3.439   1.471  -0.015    2.199
 30.00  4.0 -0.511  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  4.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  5.0  0.053 -99.999 -99.999  -99.999  -0.173 -99.999    0.374
  0.10  5.0  0.052 -99.999 -99.999  -99.999  -0.173 -59.379    0.374
  0.20  5.0  0.047 -99.999 -99.999  -99.999  -0.173 -31.542    0.374
  0.40  5.0  0.026 -99.999 -99.039  -99.999  -0.173 -17.184    0.374
  0.70  5.0 -0.026 -84.312 -58.520  -59.253  -0.173 -10.656    0.374
  1.00  5.0 -0.098 -59.256 -42.229  -42.804  -0.173  -7.828    0.374
  1.50  5.0 -0.246 -39.768 -29.479  -29.871  -0.172  -5.407    0.374
  2.00  5.0 -0.383 -30.024 -22.955  -23.217  -0.171  -4.138    0.376
  3.00  5.0 -0.476 -20.282 -15.939  -16.014  -0.099  -3.027    0.476
  5.00  5.0 -0.502 -12.497  -9.651   -9.493   0.533  -1.838    1.210
 10.00  5.0 -0.509  -6.714  -3.917   -3.438   1.471  -0.016    2.199
 30.00  5.0 -0.511  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  5.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  6.0  0.215 -99.999 -99.999  -99.999  -0.175 -99.999    0.370
  0.10  6.0  0.214 -99.999 -99.999  -99.999  -0.175 -67.569    0.371
  0.20  6.0  0.213 -99.999 -99.999  -99.999  -0.175 -35.727    0.371
  0.40  6.0  0.206 -99.999 -96.766  -97.746  -0.175 -19.456    0.371
  0.70  6.0  0.189 -84.312 -56.970  -57.704  -0.175 -12.205    0.371
  1.00  6.0  0.161 -59.256 -40.926  -41.501  -0.174  -9.131    0.371
  1.50  6.0  0.093 -39.768 -28.341  -28.733  -0.174  -6.545    0.371
  2.00  6.0  0.001 -30.024 -21.988  -22.250  -0.173  -5.103    0.374
  3.00  6.0 -0.212 -20.281 -15.497  -15.572  -0.100  -3.463    0.474
  5.00  6.0 -0.420 -12.495  -9.568   -9.410   0.533  -1.917    1.209
 10.00  6.0 -0.491  -6.713  -3.908   -3.429   1.471  -0.024    2.198
 30.00  6.0 -0.509  -1.154   1.152    2.172   2.235   2.580    3.932
100.00  6.0 -0.511   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  7.0  0.711 -99.999 -99.999  -99.999  -0.189 -99.999    0.350
  0.10  7.0  0.711 -99.999 -99.999  -99.999  -0.189 -92.628    0.349
  0.20  7.0  0.711 -99.999 -99.999  -99.999  -0.190 -48.269    0.349
  0.40  7.0  0.708 -99.999 -90.449  -91.429  -0.190 -25.779    0.348
  0.70  7.0  0.701 -84.312 -53.293  -54.026  -0.190 -15.888    0.348
  1.00  7.0  0.689 -59.256 -38.268  -38.842  -0.190 -11.794    0.349
  1.50  7.0  0.662 -39.768 -26.430  -26.822  -0.189  -8.456    0.349
  2.00  7.0  0.622 -30.024 -20.422  -20.684  -0.187  -6.668    0.353
  3.00  7.0  0.510 -20.280 -14.283  -14.358  -0.112  -4.674    0.457
  5.00  7.0  0.187 -12.487  -8.956   -8.799   0.528  -2.515    1.200
 10.00  7.0 -0.315  -6.704  -3.819   -3.341   1.469  -0.108    2.190
 30.00  7.0 -0.490  -1.154   1.155    2.175   2.235   2.577    3.929
100.00  7.0 -0.509   1.916   4.609    6.231   2.470   5.214    6.893
  0.01  8.0  1.936 -99.999 -99.999  -99.999  -0.310 -99.999    0.194
  0.10  8.0  1.936 -99.999 -99.999  -99.999  -0.310 -99.999    0.193
  0.20  8.0  1.935 -99.999 -99.999  -99.999  -0.311 -79.123    0.192
  0.40  8.0  1.934 -99.999 -75.005  -75.985  -0.311 -41.225    0.191
  0.70  8.0  1.931 -84.312 -44.439  -45.172  -0.312 -24.744    0.191
  1.00  8.0  1.925 -59.256 -32.040  -32.615  -0.311 -18.024    0.191
  1.50  8.0  1.913 -39.768 -22.231  -22.623  -0.310 -12.659    0.193
  2.00  8.0  1.895 -30.024 -17.220  -17.481  -0.306  -9.875    0.199
  3.00  8.0  1.844 -20.280 -12.046  -12.121  -0.215  -6.913    0.327
  5.00  8.0  1.681 -12.485  -7.450   -7.294   0.478  -4.017    1.129
 10.00  8.0  0.982  -6.671  -3.166   -2.688   1.429  -0.743    2.114
 30.00  8.0 -0.302  -1.153   1.187    2.207   2.230   2.547    3.901
100.00  8.0 -0.492   1.916   4.610    6.232   2.470   5.213    6.892
  0.01  9.0  4.671 -99.999 -99.999  -99.999  -0.937 -99.999   -0.634
  0.10  9.0  4.671 -99.999 -99.999  -99.999  -0.939 -99.999   -0.638
